bin,packets,z_score,state
3180.0,5,-0.08764383086647438,baseline
3190.0,1,-0.08913223005081453,baseline
3200.0,1,-0.08913223005081453,baseline
3210.0,5,-0.08764383086647438,baseline
3220.0,66,-0.06494574330528718,baseline
3240.0,4,-0.08801593066255942,baseline
3270.0,5,-0.08764383086647438,baseline
3280.0,3,-0.08838803045864445,baseline
3290.0,2,-0.0887601302547295,baseline
3300.0,5,-0.08764383086647438,baseline
3310.0,1,-0.08913223005081453,baseline
3320.0,1,-0.08913223005081453,baseline
3330.0,5,-0.08764383086647438,baseline
3340.0,3,-0.08838803045864445,baseline
3360.0,1,-0.08913223005081453,baseline
3370.0,4,-0.08801593066255942,baseline
3390.0,4,-0.08801593066255942,baseline
3400.0,3,-0.08838803045864445,baseline
3410.0,4,-0.08801593066255942,baseline
3420.0,2,-0.0887601302547295,baseline
3430.0,63,-0.0660620426935423,baseline
3440.0,2,-0.0887601302547295,baseline
3450.0,5,-0.08764383086647438,baseline
3460.0,4,-0.08801593066255942,baseline
3470.0,2,-0.0887601302547295,baseline
3480.0,1,-0.08913223005081453,baseline
3490.0,3,-0.08838803045864445,baseline
3510.0,1,-0.08913223005081453,baseline
3520.0,40,-0.07462033800349811,baseline
3530.0,1,-0.08913223005081453,baseline
3540.0,4,-0.08801593066255942,baseline
3550.0,4,-0.08801593066255942,baseline
3560.0,1,-0.08913223005081453,baseline
3570.0,2,-0.0887601302547295,baseline
3580.0,172,-0.025503164920273363,baseline
3590.0,294,0.019893010202101036,baseline
3600.0,4348,1.528385583530837,burst
3630.0,5,-0.08764383086647438,baseline
3660.0,5,-0.08764383086647438,baseline
3670.0,3,-0.08838803045864445,baseline
3680.0,1,-0.08913223005081453,baseline
3690.0,5,-0.08764383086647438,baseline
3700.0,1,-0.08913223005081453,baseline
3710.0,2,-0.0887601302547295,baseline
3720.0,9,-0.08615543168213424,baseline
3730.0,58,-0.06792254167396747,baseline
3740.0,11,-0.08541123208996416,baseline
3750.0,8,-0.08652753147821927,baseline
3770.0,1,-0.08913223005081453,baseline
3780.0,4,-0.08801593066255942,baseline
3790.0,2,-0.0887601302547295,baseline
3800.0,2,-0.0887601302547295,baseline
3810.0,5,-0.08764383086647438,baseline
3820.0,2,-0.0887601302547295,baseline
3830.0,159,-0.03034046226937883,baseline
3840.0,226,-0.005409775931681415,baseline
3850.0,146,-0.0351777596184843,baseline
3860.0,86,-0.05750374738358646,baseline
3870.0,1,-0.08913223005081453,baseline
3890.0,6,-0.08727173107038934,baseline
3900.0,6,-0.08727173107038934,baseline
3920.0,53,-0.06978304065439266,baseline
3930.0,2,-0.0887601302547295,baseline
3940.0,1,-0.08913223005081453,baseline
3950.0,6,-0.08727173107038934,baseline
3960.0,2,-0.0887601302547295,baseline
3970.0,1,-0.08913223005081453,baseline
3980.0,6,-0.08727173107038934,baseline
3990.0,7,-0.0868996312743043,baseline
4010.0,6,-0.08727173107038934,baseline
4020.0,1,-0.08913223005081453,baseline
4030.0,61,-0.06680624228571236,baseline
4040.0,24,-0.0805739347408587,baseline
4050.0,7,-0.0868996312743043,baseline
4060.0,1,-0.08913223005081453,baseline
4070.0,6,-0.08727173107038934,baseline
4080.0,2,-0.0887601302547295,baseline
4090.0,1,-0.08913223005081453,baseline
4100.0,4,-0.08801593066255942,baseline
4110.0,2,-0.0887601302547295,baseline
4120.0,1,-0.08913223005081453,baseline
4130.0,6,-0.08727173107038934,baseline
4140.0,1,-0.08913223005081453,baseline
4160.0,3,-0.08838803045864445,baseline
4170.0,1,-0.08913223005081453,baseline
4180.0,3,-0.08838803045864445,baseline
4190.0,4,-0.08801593066255942,baseline
4200.0,3,-0.08838803045864445,baseline
4210.0,1,-0.08913223005081453,baseline
4220.0,40,-0.07462033800349811,baseline
4230.0,2,-0.0887601302547295,baseline
4240.0,1,-0.08913223005081453,baseline
4250.0,3,-0.08838803045864445,baseline
4260.0,1,-0.08913223005081453,baseline
4280.0,3,-0.08838803045864445,baseline
4290.0,5,-0.08764383086647438,baseline
4310.0,4,-0.08801593066255942,baseline
4320.0,6,-0.08727173107038934,baseline
4330.0,60,-0.0671783420817974,baseline
4340.0,12,-0.08503913229387913,baseline
4350.0,8,-0.08652753147821927,baseline
4360.0,2,-0.0887601302547295,baseline
4370.0,1,-0.08913223005081453,baseline
4380.0,4,-0.08801593066255942,baseline
4400.0,1,-0.08913223005081453,baseline
4410.0,4,-0.08801593066255942,baseline
4430.0,2,-0.0887601302547295,baseline
4440.0,6,-0.08727173107038934,baseline
4450.0,1,-0.08913223005081453,baseline
4460.0,1,-0.08913223005081453,baseline
4470.0,6,-0.08727173107038934,baseline
4480.0,1,-0.08913223005081453,baseline
4490.0,1,-0.08913223005081453,baseline
4500.0,4,-0.08801593066255942,baseline
4520.0,41,-0.07424823820741308,baseline
4530.0,4,-0.08801593066255942,baseline
4550.0,1,-0.08913223005081453,baseline
4560.0,7,-0.0868996312743043,baseline
4570.0,1,-0.08913223005081453,baseline
4580.0,1,-0.08913223005081453,baseline
4590.0,6,-0.08727173107038934,baseline
4600.0,1,-0.08913223005081453,baseline
4610.0,1,-0.08913223005081453,baseline
4620.0,5,-0.08764383086647438,baseline
4630.0,58,-0.06792254167396747,baseline
4640.0,1,-0.08913223005081453,baseline
4650.0,7,-0.0868996312743043,baseline
4660.0,1,-0.08913223005081453,baseline
4680.0,4,-0.08801593066255942,baseline
4690.0,3,-0.08838803045864445,baseline
4700.0,2,-0.0887601302547295,baseline
4710.0,6,-0.08727173107038934,baseline
4720.0,1,-0.08913223005081453,baseline
4730.0,109,-0.04894545207363063,baseline
4740.0,286,0.01691621183342075,baseline
4750.0,341,0.03738170061809773,baseline
4760.0,2,-0.0887601302547295,baseline
4770.0,1,-0.08913223005081453,baseline
4790.0,4,-0.08801593066255942,baseline
4800.0,1,-0.08913223005081453,baseline
4820.0,41,-0.07424823820741308,baseline
4830.0,3,-0.08838803045864445,baseline
4840.0,1,-0.08913223005081453,baseline
4850.0,4,-0.08801593066255942,baseline
4860.0,2,-0.0887601302547295,baseline
4870.0,1,-0.08913223005081453,baseline
4880.0,4,-0.08801593066255942,baseline
4890.0,3,-0.08838803045864445,baseline
4900.0,6,-0.08727173107038934,baseline
4910.0,3,-0.08838803045864445,baseline
4920.0,1,-0.08913223005081453,baseline
4930.0,59,-0.06755044187788244,baseline
4940.0,26,-0.07982973514868863,baseline
4950.0,8,-0.08652753147821927,baseline
4960.0,1,-0.08913223005081453,baseline
4970.0,4,-0.08801593066255942,baseline
4980.0,3,-0.08838803045864445,baseline
4990.0,1,-0.08913223005081453,baseline
5000.0,17,-0.08317863331345395,baseline
5010.0,1,-0.08913223005081453,baseline
5020.0,3,-0.08838803045864445,baseline
5030.0,4,-0.08801593066255942,baseline
5040.0,1,-0.08913223005081453,baseline
5060.0,4,-0.08801593066255942,baseline
5070.0,3,-0.08838803045864445,baseline
5080.0,2,-0.0887601302547295,baseline
5090.0,4,-0.08801593066255942,baseline
5100.0,2,-0.0887601302547295,baseline
5110.0,1,-0.08913223005081453,baseline
5120.0,5,-0.08764383086647438,baseline
5130.0,2,-0.0887601302547295,baseline
5150.0,3,-0.08838803045864445,baseline
5160.0,1,-0.08913223005081453,baseline
5180.0,3,-0.08838803045864445,baseline
5190.0,1,-0.08913223005081453,baseline
5200.0,2,-0.0887601302547295,baseline
5210.0,5,-0.08764383086647438,baseline
5220.0,2,-0.0887601302547295,baseline
5230.0,60,-0.0671783420817974,baseline
5240.0,27,-0.07945763535260358,baseline
5250.0,150,-0.03368936043414415,baseline
5260.0,185,-0.02066586757116789,baseline
5280.0,2,-0.0887601302547295,baseline
5290.0,3,-0.08838803045864445,baseline
5310.0,4,-0.08801593066255942,baseline
5320.0,46,-0.07238773922698791,baseline
5330.0,3,-0.08838803045864445,baseline
5340.0,2,-0.0887601302547295,baseline
5350.0,4,-0.08801593066255942,baseline
5360.0,2,-0.0887601302547295,baseline
5370.0,2,-0.0887601302547295,baseline
5380.0,4,-0.08801593066255942,baseline
5390.0,1,-0.08913223005081453,baseline
5400.0,1,-0.08913223005081453,baseline
5410.0,3,-0.08838803045864445,baseline
5430.0,1,-0.08913223005081453,baseline
5440.0,3,-0.08838803045864445,baseline
5460.0,4,-0.08801593066255942,baseline
5470.0,4,-0.08801593066255942,baseline
5480.0,2,-0.0887601302547295,baseline
5490.0,2,-0.0887601302547295,baseline
5500.0,4,-0.08801593066255942,baseline
5510.0,1,-0.08913223005081453,baseline
5520.0,4,-0.08801593066255942,baseline
5530.0,56,-0.06866674126613755,baseline
5540.0,22,-0.08131813433302877,baseline
5550.0,12,-0.08503913229387913,baseline
5580.0,6,-0.08727173107038934,baseline
5590.0,3,-0.08838803045864445,baseline
5600.0,2,-0.0887601302547295,baseline
5610.0,5,-0.08764383086647438,baseline
5620.0,147,-0.03480565982239926,baseline
5630.0,272,0.011706814688230243,baseline
5640.0,5,-0.08764383086647438,baseline
5650.0,6,-0.08727173107038934,baseline
5670.0,1,-0.08913223005081453,baseline
5680.0,4,-0.08801593066255942,baseline
5700.0,1,-0.08913223005081453,baseline
5710.0,4,-0.08801593066255942,baseline
5720.0,3,-0.08838803045864445,baseline
5730.0,2,-0.0887601302547295,baseline
5740.0,4,-0.08801593066255942,baseline
5750.0,1,-0.08913223005081453,baseline
5760.0,2,-0.0887601302547295,baseline
5770.0,5,-0.08764383086647438,baseline
5790.0,3,-0.08838803045864445,baseline
5800.0,9,-0.08615543168213424,baseline
5820.0,1,-0.08913223005081453,baseline
5830.0,63,-0.0660620426935423,baseline
5840.0,24,-0.0805739347408587,baseline
5850.0,6,-0.08727173107038934,baseline
5860.0,4,-0.08801593066255942,baseline
5870.0,2,-0.0887601302547295,baseline
5880.0,3,-0.08838803045864445,baseline
5890.0,4,-0.08801593066255942,baseline
5900.0,1,-0.08913223005081453,baseline
5910.0,1,-0.08913223005081453,baseline
5920.0,4,-0.08801593066255942,baseline
5940.0,1,-0.08913223005081453,baseline
5950.0,3,-0.08838803045864445,baseline
5970.0,4,-0.08801593066255942,baseline
5980.0,4,-0.08801593066255942,baseline
5990.0,2,-0.0887601302547295,baseline
6000.0,2,-0.0887601302547295,baseline
6010.0,4,-0.08801593066255942,baseline
6020.0,40,-0.07462033800349811,baseline
6030.0,2,-0.0887601302547295,baseline
6040.0,3,-0.08838803045864445,baseline
6060.0,1,-0.08913223005081453,baseline
6070.0,4,-0.08801593066255942,baseline
6090.0,1,-0.08913223005081453,baseline
6100.0,7,-0.0868996312743043,baseline
6110.0,1,-0.08913223005081453,baseline
6120.0,4,-0.08801593066255942,baseline
6130.0,58,-0.06792254167396747,baseline
6140.0,13,-0.08466703249779409,baseline
6150.0,9,-0.08615543168213424,baseline
6160.0,1,-0.08913223005081453,baseline
6180.0,5,-0.08764383086647438,baseline
6210.0,4,-0.08801593066255942,baseline
6220.0,1,-0.08913223005081453,baseline
6230.0,4,-0.08801593066255942,baseline
6240.0,5,-0.08764383086647438,baseline
6250.0,1,-0.08913223005081453,baseline
6260.0,1,-0.08913223005081453,baseline
6270.0,5,-0.08764383086647438,baseline
6280.0,1,-0.08913223005081453,baseline
6290.0,1,-0.08913223005081453,baseline
6300.0,4,-0.08801593066255942,baseline
6330.0,4,-0.08801593066255942,baseline
6350.0,1,-0.08913223005081453,baseline
6360.0,7,-0.0868996312743043,baseline
6370.0,1,-0.08913223005081453,baseline
6380.0,1,-0.08913223005081453,baseline
6390.0,5,-0.08764383086647438,baseline
6400.0,2,-0.0887601302547295,baseline
6410.0,1,-0.08913223005081453,baseline
6420.0,40,-0.07462033800349811,baseline
6430.0,58,-0.06792254167396747,baseline
6440.0,2,-0.0887601302547295,baseline
6450.0,5,-0.08764383086647438,baseline
6460.0,4,-0.08801593066255942,baseline
6480.0,8,-0.08652753147821927,baseline
6490.0,2,-0.0887601302547295,baseline
6500.0,1,-0.08913223005081453,baseline
6510.0,5,-0.08764383086647438,baseline
6520.0,3,-0.08838803045864445,baseline
6530.0,1,-0.08913223005081453,baseline
6540.0,5,-0.08764383086647438,baseline
6570.0,7,-0.0868996312743043,baseline
6600.0,4,-0.08801593066255942,baseline
6610.0,3,-0.08838803045864445,baseline
6620.0,1,-0.08913223005081453,baseline
6630.0,6,-0.08727173107038934,baseline
6640.0,1,-0.08913223005081453,baseline
6650.0,1,-0.08913223005081453,baseline
6660.0,5,-0.08764383086647438,baseline
6670.0,1,-0.08913223005081453,baseline
6690.0,14,-0.08429493270170905,baseline
6700.0,2,-0.0887601302547295,baseline
6720.0,4,-0.08801593066255942,baseline
6730.0,59,-0.06755044187788244,baseline
6740.0,24,-0.0805739347408587,baseline
6750.0,7,-0.0868996312743043,baseline
6760.0,3,-0.08838803045864445,baseline
6770.0,4,-0.08801593066255942,baseline
6780.0,6,-0.08727173107038934,baseline
6790.0,1,-0.08913223005081453,baseline
6800.0,1,-0.08913223005081453,baseline
6810.0,4,-0.08801593066255942,baseline
6820.0,1,-0.08913223005081453,baseline
6840.0,4,-0.08801593066255942,baseline
6870.0,8,-0.08652753147821927,baseline
6880.0,1,-0.08913223005081453,baseline
6890.0,1,-0.08913223005081453,baseline
6900.0,5,-0.08764383086647438,baseline
6910.0,1,-0.08913223005081453,baseline
6920.0,2,-0.0887601302547295,baseline
6930.0,4,-0.08801593066255942,baseline
6960.0,4,-0.08801593066255942,baseline
6970.0,2,-0.0887601302547295,baseline
6990.0,3,-0.08838803045864445,baseline
7000.0,6,-0.08727173107038934,baseline
7010.0,1,-0.08913223005081453,baseline
7020.0,2,-0.0887601302547295,baseline
7030.0,1,-0.08913223005081453,baseline
7040.0,1,-0.08913223005081453,baseline
7050.0,11,-0.08541123208996416,baseline
7060.0,1,-0.08913223005081453,baseline
7070.0,1,-0.08913223005081453,baseline
7080.0,192,-0.01806116899857264,baseline
7090.0,41,-0.07424823820741308,baseline
7100.0,25,-0.08020183494477366,baseline
7110.0,185,-0.02066586757116789,baseline
7120.0,19,-0.08243443372128388,baseline
7130.0,781,0.2011056108955136,baseline
7140.0,15,-0.08392283290562402,baseline
7150.0,5,-0.08764383086647438,baseline
7160.0,10,-0.0857833318860492,baseline
7170.0,5,-0.08764383086647438,baseline
7180.0,1,-0.08913223005081453,baseline
7190.0,4,-0.08801593066255942,baseline
7200.0,1,-0.08913223005081453,baseline
7210.0,4,-0.08801593066255942,baseline
7220.0,3,-0.08838803045864445,baseline
7230.0,2,-0.0887601302547295,baseline
7250.0,8,-0.08652753147821927,baseline
7260.0,3,-0.08838803045864445,baseline
7270.0,2,-0.0887601302547295,baseline
7280.0,4,-0.08801593066255942,baseline
7290.0,5,-0.08764383086647438,baseline
7300.0,1,-0.08913223005081453,baseline
7310.0,1,-0.08913223005081453,baseline
7320.0,5,-0.08764383086647438,baseline
7350.0,4,-0.08801593066255942,baseline
7370.0,49,-0.0712714398387328,baseline
7380.0,56,-0.06866674126613755,baseline
7390.0,21,-0.0816902341291138,baseline
7400.0,3,-0.08838803045864445,baseline
7410.0,5,-0.08764383086647438,baseline
7420.0,1,-0.08913223005081453,baseline
7430.0,1,-0.08913223005081453,baseline
7440.0,38,-0.07536453759566819,baseline
7450.0,2,-0.0887601302547295,baseline
7470.0,1,-0.08913223005081453,baseline
7480.0,3,-0.08838803045864445,baseline
7500.0,2,-0.0887601302547295,baseline
7510.0,6,-0.08727173107038934,baseline
7520.0,1,-0.08913223005081453,baseline
7530.0,2,-0.0887601302547295,baseline
7540.0,4,-0.08801593066255942,baseline
7550.0,3,-0.08838803045864445,baseline
7560.0,3,-0.08838803045864445,baseline
7580.0,4,-0.08801593066255942,baseline
7590.0,9,-0.08615543168213424,baseline
7610.0,3,-0.08838803045864445,baseline
7620.0,1,-0.08913223005081453,baseline
7630.0,2,-0.0887601302547295,baseline
7640.0,5,-0.08764383086647438,baseline
7650.0,2,-0.0887601302547295,baseline
7660.0,1,-0.08913223005081453,baseline
7670.0,40,-0.07462033800349811,baseline
7680.0,56,-0.06866674126613755,baseline
7690.0,19,-0.08243443372128388,baseline
7700.0,6,-0.08727173107038934,baseline
7710.0,1,-0.08913223005081453,baseline
7730.0,3,-0.08838803045864445,baseline
7740.0,1,-0.08913223005081453,baseline
7760.0,6,-0.08727173107038934,baseline
7770.0,2,-0.0887601302547295,baseline
7780.0,2,-0.0887601302547295,baseline
7790.0,4,-0.08801593066255942,baseline
7800.0,2,-0.0887601302547295,baseline
7810.0,1,-0.08913223005081453,baseline
7820.0,4,-0.08801593066255942,baseline
7830.0,1,-0.08913223005081453,baseline
7850.0,3,-0.08838803045864445,baseline
7860.0,1,-0.08913223005081453,baseline
7880.0,3,-0.08838803045864445,baseline
