flow,start,end,packets,bytes,duration_s
TCP|192.168.1.132:57042<->52.209.221.67:80,1540504925.006577,1540504925.12426,14,4208,0.11768293380737305
TCP|192.168.1.132:57054<->52.209.221.67:80,1540512125.001086,1540512125.11802,14,4208,0.11693406105041504
TCP|192.168.1.132:60602<->52.215.95.120:80,1540483324.998282,1540483325.123212,14,4208,0.12493014335632324
TCP|192.168.1.132:57098<->52.209.221.67:80,1540537324.845662,1540537324.962845,14,4208,0.11718297004699707
TCP|192.168.1.132:60665<->52.215.95.120:80,1540519324.912822,1540519325.036004,14,4208,0.12318205833435059
TCP|192.168.1.132:57062<->52.209.221.67:80,1540515724.848363,1540515724.972542,14,4208,0.12417912483215332
TCP|192.168.1.132:57036<->52.209.221.67:80,1540501325.004914,1540501325.128094,14,4208,0.12317991256713867
TCP|192.168.1.132:57024<->52.209.221.67:80,1540494124.922315,1540494125.04075,14,4208,0.11843514442443848
TCP|192.168.1.132:56806<->52.209.221.67:80,1540472524.852647,1540472524.96983,14,4208,0.11718297004699707
TCP|192.168.1.132:60677<->52.215.95.120:80,1540526524.857591,1540526524.981525,13,4154,0.12393403053283691
TCP|192.168.1.132:60671<->52.215.95.120:80,1540522924.857984,1540522924.975676,13,4154,0.1176919937133789
TCP|192.168.1.132:60627<->52.215.95.120:80,1540497724.871129,1540497724.99556,13,4154,0.12443089485168457
TCP|192.168.1.132:57115<->52.209.221.67:80,1540544524.995102,1540544525.119532,13,4153,0.12443017959594727
TCP|192.168.1.132:60696<->52.215.95.120:80,1540537324.937359,1540537325.088041,13,3418,0.1506819725036621
TCP|192.168.1.132:60622<->52.215.95.120:80,1540494125.015012,1540494125.155432,13,3418,0.14041996002197266
TCP|192.168.1.132:40550<->52.51.133.171:80,1540540925.381522,1540540925.47547,12,3386,0.0939481258392334
TCP|192.168.1.132:57105<->52.209.221.67:80,1540540924.961512,1540540925.095437,12,3352,0.1339249610900879
TCP|192.168.1.132:60660<->52.215.95.120:80,1540515724.945057,1540515725.087492,12,3352,0.14243507385253906
TCP|192.168.1.132:60690<->52.215.95.120:80,1540533724.936213,1540533725.072386,12,3352,0.13617300987243652
TCP|192.168.1.132:60610<->52.215.95.120:80,1540486924.944965,1540486925.083905,12,3352,0.13894009590148926
TCP|192.168.1.132:60684<->52.215.95.120:80,1540530124.956405,1540530125.110586,12,3352,0.15418100357055664
TCP|192.168.1.132:57006<->52.209.221.67:80,1540483325.095726,1540483325.237897,12,3352,0.14217090606689453
TCP|192.168.1.132:57075<->52.209.221.67:80,1540522924.949931,1540522925.098365,12,3352,0.14843416213989258
TCP|192.168.1.132:57069<->52.209.221.67:80,1540519325.009016,1540519325.155436,12,3346,0.14642000198364258
TCP|192.168.1.132:57049<->52.209.221.67:80,1540508525.023069,1540508525.164995,12,3346,0.14192605018615723
TCP|192.168.1.132:57000<->52.209.221.67:80,1540479724.93696,1540479725.094385,12,3346,0.1574249267578125
TCP|192.168.1.132:57031<->52.209.221.67:80,1540497724.968073,1540497725.111991,12,3346,0.14391803741455078
TCP|192.168.1.132:60616<->52.215.95.120:80,1540490524.995609,1540490525.143776,12,3346,0.14816689491271973
TCP|192.168.1.132:60640<->52.215.95.120:80,1540504925.098524,1540504925.232947,12,3346,0.13442301750183105
TCP|192.168.1.132:60634<->52.215.95.120:80,1540501325.101113,1540501325.240779,12,3346,0.13966584205627441
TCP|192.168.1.132:60410<->52.215.95.120:80,1540476125.075766,1540476125.220934,12,3346,0.14516782760620117
TCP|192.168.1.132:57081<->52.209.221.67:80,1540526524.954534,1540526525.105949,12,3346,0.1514148712158203
TCP|192.168.1.132:60652<->52.215.95.120:80,1540512125.092534,1540512125.234204,12,3346,0.14166998863220215
TCP|192.168.1.132:60404<->52.215.95.120:80,1540472524.944342,1540472525.082264,12,3346,0.13792204856872559
TCP|192.168.1.132:60713<->52.215.95.120:80,1540544525.092547,1540544525.24421,12,3345,0.15166306495666504
TCP|130.211.67.12:80<->192.168.1.132:60787,1540483327.011386,1540483327.236756,15,2661,0.22537016868591309
TCP|130.211.67.12:80<->192.168.1.132:60836,1540512127.299028,1540512127.540141,14,2601,0.24111318588256836
TCP|130.211.67.12:80<->192.168.1.132:60889,1540540927.604004,1540540927.855111,14,2601,0.25110697746276855
TCP|192.168.1.132:40552<->52.51.133.171:80,1540540925.632379,1540540925.733572,10,2537,0.10119295120239258
TCP|130.211.67.12:80<->192.168.1.132:60902,1540545547.513193,1540545672.727553,13,1872,125.214359998703
TCP|130.211.67.12:80<->192.168.1.132:60899,1540545546.062271,1540545547.233103,11,1708,1.1708319187164307
TCP|192.168.1.132:53409<->2.16.60.82:443,1540475231.950154,1540475234.950695,8,504,3.0005409717559814
TCP|192.168.1.132:56722<->2.16.60.139:443,1540544542.440912,1540544542.452405,8,498,0.01149296760559082
TCP|192.168.1.132:56699<->2.16.60.139:443,1540533741.482778,1540533741.494274,8,498,0.011495828628540039
TCP|192.168.1.132:56694<->2.16.60.139:443,1540531041.029249,1540531041.040745,8,498,0.01149606704711914
TCP|192.168.1.132:53710<->2.16.60.82:443,1540541842.110424,1540541842.121916,8,498,0.011492013931274414
TCP|192.168.1.132:53395<->2.16.60.82:443,1540469831.302625,1540469831.306125,8,498,0.0034999847412109375
TCP|192.168.1.132:56689<->2.16.60.139:443,1540528340.698063,1540528340.709555,8,498,0.011492013931274414
TCP|192.168.1.132:53698<->2.16.60.82:443,1540537341.732279,1540537341.743777,8,498,0.011497974395751953
TCP|192.168.1.132:53601<->2.16.60.82:443,1540481535.351819,1540481535.355316,8,498,0.003496885299682617
TCP|192.168.1.132:53609<->2.16.60.82:443,1540486035.853935,1540486035.857432,8,498,0.003496885299682617
TCP|192.168.1.132:53607<->2.16.60.82:443,1540484235.635954,1540484235.6397,8,498,0.00374603271484375
TCP|192.168.1.132:53614<->2.16.60.82:443,1540488736.141826,1540488736.145326,8,498,0.0034999847412109375
TCP|192.168.1.132:53638<->2.16.60.82:443,1540503138.049506,1540503138.053251,8,498,0.0037450790405273438
TCP|192.168.1.132:53639<->2.16.60.82:443,1540504038.160202,1540504038.163949,8,498,0.0037469863891601562
TCP|192.168.1.132:53608<->2.16.60.82:443,1540485135.742827,1540485135.746326,8,498,0.0034990310668945312
TCP|192.168.1.132:53674<->2.16.60.82:443,1540522940.187248,1540522940.198743,8,498,0.011495113372802734
TCP|192.168.1.132:53675<->2.16.60.82:443,1540523840.251867,1540523840.263363,8,498,0.011495828628540039
TCP|192.168.1.132:53677<->2.16.60.82:443,1540525640.448162,1540525640.459658,8,498,0.011495828628540039
TCP|192.168.1.132:53681<->2.16.60.82:443,1540527440.634112,1540527440.645607,8,498,0.011495113372802734
TCP|192.168.1.132:53655<->2.16.60.82:443,1540512139.195757,1540512139.207254,8,498,0.011497020721435547
TCP|192.168.1.132:53659<->2.16.60.82:443,1540514839.363353,1540514839.375345,8,498,0.01199197769165039
TCP|192.168.1.132:53644<->2.16.60.82:443,1540506738.545466,1540506738.557209,8,498,0.01174306869506836
TCP|192.168.1.132:53626<->2.16.60.82:443,1540495937.186049,1540495937.189549,8,498,0.0034999847412109375
TCP|192.168.1.132:56678<->2.16.60.139:443,1540522040.123123,1540522040.134865,8,498,0.011742115020751953
TCP|192.168.1.132:56690<->2.16.60.139:443,1540529240.790016,1540529240.801513,8,498,0.011497020721435547
TCP|192.168.1.132:56663<->2.16.60.139:443,1540513039.256097,1540513039.267589,8,498,0.011492013931274414
TCP|192.168.1.132:56664<->2.16.60.139:443,1540513939.308267,1540513939.320009,8,498,0.011741876602172852
TCP|192.168.1.132:56626<->2.16.60.139:443,1540491436.497405,1540491436.501152,8,498,0.0037469863891601562
TCP|192.168.1.132:56640<->2.16.60.139:443,1540500437.593858,1540500437.597358,8,498,0.0034999847412109375
TCP|192.168.1.132:56602<->2.16.60.139:443,1540477935.096245,1540477935.099745,8,498,0.0034999847412109375
TCP|192.168.1.132:56414<->2.16.60.139:443,1540473431.620666,1540473431.624412,8,498,0.00374603271484375
TCP|192.168.1.132:56656<->2.16.60.139:443,1540509438.871339,1540509438.882835,8,498,0.011495828628540039
TCP|192.168.1.132:56658<->2.16.60.139:443,1540511239.13792,1540511239.149665,8,498,0.011745214462280273
TCP|192.168.1.132:56639<->2.16.60.139:443,1540499537.484682,1540499537.488181,8,498,0.0034990310668945312
TCP|192.168.1.132:56637<->2.16.60.139:443,1540497737.379759,1540497737.383259,8,498,0.0034999847412109375
TCP|192.168.1.132:53406<->2.16.60.82:443,1540472531.58253,1540472531.586276,7,432,0.00374603271484375
TCP|192.168.1.132:53599<->2.16.60.82:443,1540479735.255579,1540479735.259073,7,432,0.0034940242767333984
TCP|192.168.1.132:53602<->2.16.60.82:443,1540482435.551159,1540482435.554905,7,432,0.00374603271484375
TCP|192.168.1.132:53693<->2.16.60.82:443,1540534641.551133,1540534641.563126,7,432,0.011993169784545898
TCP|192.168.1.132:56683<->2.16.60.139:443,1540524740.366458,1540524740.378199,7,432,0.011741161346435547
TCP|192.168.1.132:56707<->2.16.60.139:443,1540539141.919169,1540539141.930911,7,432,0.011742115020751953
TCP|192.168.1.132:56607<->2.16.60.139:443,1540480635.309043,1540480635.313038,7,432,0.003995180130004883
TCP|192.168.1.132:56687<->2.16.60.139:443,1540526540.514416,1540526540.526159,7,432,0.01174306869506836
TCP|192.168.1.132:56652<->2.16.60.139:443,1540507638.752086,1540507638.763582,7,432,0.01149606704711914
TCP|192.168.1.132:53624<->2.16.60.82:443,1540494137.013174,1540494137.01692,7,432,0.00374603271484375
TCP|192.168.1.132:53642<->2.16.60.82:443,1540504938.361218,1540504938.364721,7,432,0.003503084182739258
TCP|192.168.1.132:53408<->2.16.60.82:443,1540474331.823843,1540474331.827588,6,372,0.0037450790405273438
TCP|192.168.1.132:53596<->2.16.60.82:443,1540478835.206048,1540478835.209795,6,372,0.0037469863891601562
TCP|192.168.1.132:53412<->2.16.60.82:443,1540476135.012856,1540476135.016602,6,372,0.00374603271484375
TCP|192.168.1.132:53396<->2.16.60.82:443,1540470731.346472,1540470731.350218,6,372,0.00374603271484375
TCP|192.168.1.132:53694<->2.16.60.82:443,1540535541.616828,1540535541.62857,6,372,0.011742115020751953
TCP|192.168.1.132:53669<->2.16.60.82:443,1540520240.011247,1540520240.023238,6,372,0.011991024017333984
TCP|192.168.1.132:53686<->2.16.60.82:443,1540530140.907279,1540530140.91902,6,372,0.011740922927856445
TCP|192.168.1.132:53695<->2.16.60.82:443,1540536441.676156,1540536441.687648,6,372,0.011492013931274414
TCP|192.168.1.132:53650<->2.16.60.82:443,1540510339.081178,1540510339.092918,6,372,0.011739969253540039
TCP|192.168.1.132:56677<->2.16.60.139:443,1540521140.063011,1540521140.074507,6,372,0.01149606704711914
TCP|192.168.1.132:56671<->2.16.60.139:443,1540517539.692153,1540517539.703894,6,372,0.011740922927856445
TCP|192.168.1.132:56670<->2.16.60.139:443,1540516639.636561,1540516639.648306,6,372,0.011744976043701172
TCP|192.168.1.132:56655<->2.16.60.139:443,1540508538.812188,1540508538.823938,6,372,0.011749982833862305
TCP|192.168.1.132:56634<->2.16.60.139:443,1540496837.244573,1540496837.248069,6,372,0.003495931625366211
TCP|192.168.1.132:56628<->2.16.60.139:443,1540493236.807231,1540493236.810981,6,372,0.0037500858306884766
TCP|192.168.1.132:56627<->2.16.60.139:443,1540492336.607562,1540492336.61156,6,372,0.0039980411529541016
TCP|192.168.1.132:56650<->2.16.60.139:443,1540505838.490338,1540505838.501831,6,372,0.01149296760559082
TCP|192.168.1.132:56406<->2.16.60.139:443,1540471631.533708,1540471631.537455,6,372,0.0037469863891601562
TCP|192.168.1.132:53722<->2.16.60.82:443,1540547242.647507,1540547242.659249,6,372,0.011742115020751953
TCP|192.168.1.132:53721<->2.16.60.82:443,1540546342.573531,1540546342.585272,6,372,0.011741161346435547
TCP|192.168.1.132:53711<->2.16.60.82:443,1540542742.170738,1540542742.182479,6,372,0.011740922927856445
TCP|192.168.1.132:56420<->2.16.60.139:443,1540477035.058426,1540477035.061923,6,372,0.0034971237182617188
TCP|192.168.1.132:56619<->2.16.60.139:443,1540486935.979179,1540486935.982926,6,372,0.0037469863891601562
TCP|192.168.1.132:56620<->2.16.60.139:443,1540487836.017758,1540487836.022252,6,372,0.004494190216064453
TCP|192.168.1.132:56625<->2.16.60.139:443,1540490536.458332,1540490536.462078,6,372,0.00374603271484375
TCP|192.168.1.132:53709<->2.16.60.82:443,1540540942.046763,1540540942.058506,6,372,0.01174306869506836
TCP|192.168.1.132:53699<->2.16.60.82:443,1540538241.859939,1540538241.87193,6,372,0.011990785598754883
TCP|192.168.1.132:53662<->2.16.60.82:443,1540515739.484238,1540515739.495979,6,372,0.011741161346435547
TCP|192.168.1.132:53637<->2.16.60.82:443,1540502237.855061,1540502237.858559,6,372,0.0034978389739990234
TCP|192.168.1.132:53606<->2.16.60.82:443,1540483335.594244,1540483335.597745,6,372,0.0035009384155273438
TCP|192.168.1.132:53615<->2.16.60.82:443,1540489636.347724,1540489636.351223,6,372,0.0034990310668945312
TCP|192.168.1.132:53625<->2.16.60.82:443,1540495037.065967,1540495037.069465,6,372,0.0034978389739990234
TCP|192.168.1.132:53631<->2.16.60.82:443,1540498637.42598,1540498637.42948,6,372,0.0034999847412109375
TCP|192.168.1.132:53636<->2.16.60.82:443,1540501337.79385,1540501337.797595,6,372,0.0037450790405273438
TCP|192.168.1.132:53668<->2.16.60.82:443,1540519339.878053,1540519339.889801,6,372,0.011748075485229492
TCP|192.168.1.132:56696<->2.16.60.139:443,1540532841.348771,1540532841.360267,6,372,0.011495828628540039
TCP|192.168.1.132:56695<->2.16.60.139:443,1540531941.148324,1540531941.159822,6,372,0.011497974395751953
TCP|192.168.1.132:56723<->2.16.60.139:443,1540545442.507565,1540545442.519057,6,372,0.011492013931274414
TCP|192.168.1.132:56708<->2.16.60.139:443,1540540041.988479,1540540041.999976,6,372,0.011497020721435547
TCP|192.168.1.132:56719<->2.16.60.139:443,1540543642.225958,1540543642.237451,6,372,0.01149296760559082
TCP|192.168.1.132:58542<->2.21.172.138:443,1540518439.8109,1540518439.824141,6,372,0.013241052627563477
